400	4.34803
400.46729	4.90122
400.93457	5.35319
401.40186	5.63951
401.86917	5.76721
402.33646	5.81197
402.80374	5.86844
403.27103	5.99198
403.73831	6.17586
404.2056	6.35867
404.67288	6.45012
405.1402	6.36886
405.60748	6.08738
406.07477	5.65002
406.54205	5.16861
407.00934	4.78285
407.47662	4.61326
407.94394	4.72594
408.41122	5.10869
408.87851	5.65023
409.34579	6.15634
409.81308	6.39943
410.28036	6.19823
410.74765	5.46643
411.21497	4.2422
411.68225	2.70262
412.14954	1.13612
412.61682	-0.13706
413.08411	-0.83987
413.55139	-0.80047
414.01868	0.00563
414.48599	1.42904
414.95328	3.17561
415.42056	4.89012
415.88785	6.26008
416.35513	7.09917
416.82242	7.40152
417.28973	7.32672
417.75702	7.11901
418.2243	7.00069
418.69159	7.083
419.15887	7.32858
419.62616	7.58568
420.09344	7.66375
420.56076	7.4294
421.02805	6.87573
421.49533	6.14619
421.96262	5.50274
422.4299	5.2287
422.89719	5.51549
423.36447	6.38431
423.83179	7.64922
424.29907	8.96477
424.76636	9.94242
425.23364	10.29589
425.70093	9.94988
426.16821	9.05698
426.63553	7.9451
427.10281	7.00437
427.5701	6.53911
428.03738	6.6729
428.50467	7.3291
428.97195	8.28416
429.43924	9.25551
429.90656	9.99195
430.37384	10.36144
430.84113	10.3784
431.30841	10.16663
431.7757	9.89972
432.24298	9.7397
432.71027	9.79054
433.17758	10.06743
433.64487	10.50971
434.11215	11.03502
434.57944	11.57425
435.04672	12.0777
435.51401	12.50765
435.98132	12.83066
436.44861	13.00905
436.91589	13.00487
437.38318	12.82286
437.85046	12.55611
438.31775	12.37799
438.78503	12.48015
439.25235	12.99163
439.71964	13.90382
440.18692	15.0275
440.65421	16.03158
441.12149	16.56075
441.58878	16.37099
442.05606	15.41707
442.52338	13.87022
442.99066	12.07087
443.45795	10.41397
443.92523	9.21274
444.39252	8.61409
444.8598	8.58023
445.32712	8.93302
445.7944	9.43667
446.26169	9.89045
446.72897	10.19649
447.19626	10.35982
447.66354	10.43665
448.13083	10.47796
448.59814	10.48328
449.06543	10.39387
449.53271	10.12749
450	9.63166
450.46729	8.92592
450.93457	8.09652
451.40186	7.26599
451.86917	6.56396
452.33646	6.0909
452.80374	5.89121
453.27103	5.94545
453.73831	6.19261
454.2056	6.4647
454.67288	6.59984
455.1402	6.47801
455.60748	6.09824
456.07477	5.60711
456.54205	5.25798
457.00934	5.3031
457.47662	5.87461
457.94394	6.88984
458.41122	8.04742
458.87851	8.94217
459.34579	9.23152
459.81308	8.77604
460.28036	7.69489
460.74765	6.30725
461.21497	5.0295
461.68225	4.22632
462.14954	4.10707
462.61682	4.69037
463.08411	5.82042
463.55139	7.22619
464.01868	8.59653
464.48599	9.64471
464.95328	10.20422
465.42056	10.25296
465.88785	9.9082
466.35513	9.37492
466.82242	8.86042
467.28973	8.49707
467.75702	8.29676
468.2243	8.15406
468.69159	7.93215
469.15887	7.52077
469.62616	6.89119
470.09344	6.10535
470.56076	5.2827
471.02805	4.55272
471.49533	4.00681
471.96262	3.67596
472.4299	3.55505
472.89719	3.61605
473.36447	3.83364
473.83179	4.18743
474.29907	4.64752
474.76636	5.15715
475.23364	5.61513
475.70093	5.89214
476.16821	5.88612
476.63553	5.56846
477.10281	5.01771
477.5701	4.40491
478.03738	3.9364
478.50467	3.77573
478.97195	3.96818
479.43924	4.43191
479.90656	5.0161
480.37384	5.5642
480.84113	5.97704
481.30841	6.23565
481.7757	6.38046
482.24298	6.4655
482.71027	6.50572
483.17758	6.47386
483.64487	6.32881
484.11215	6.0341
484.57944	5.58585
485.04672	5.01981
485.51401	4.39895
485.98132	3.79321
486.44861	3.25301
486.91589	2.80976
487.38318	2.47534
487.85046	2.24823
488.31775	2.13206
488.78503	2.13599
489.25235	2.26051
489.71964	2.47825
490.18692	2.71865
490.65421	2.88087
491.12149	2.85463
491.58878	2.57459
492.05606	2.06579
492.52338	1.4448
492.99066	0.87702
493.45795	0.50951
493.92523	0.41212
494.39252	0.55491
494.8598	0.82664
495.32712	1.11323
495.7944	1.37456
496.26169	1.67827
496.72897	2.17125
497.19626	2.99689
497.66354	4.19953
498.13083	5.65053
498.59814	7.04911
499.06543	8.02603
499.53271	8.29468
500	7.78114
500.46729	6.66878
500.93457	5.33516
501.40186	4.21077
501.86917	3.59932
502.33646	3.5737
502.80374	3.99453
503.27103	4.61704
503.73831	5.22231
504.2056	5.70943
504.67288	6.11779
505.1402	6.57702
505.60748	7.19523
506.07477	7.99332
506.54205	8.89076
507.00934	9.73181
507.47662	10.33554
507.94394	10.5527
508.41122	10.31429
508.87851	9.65107
509.34579	8.67209
509.81308	7.56364
510.28036	6.54655
510.74765	5.85435
511.21497	5.67387
511.68225	6.0764
512.14954	7.0002
