400	395.30106
400.46729	392.00922
400.93457	400.52652
401.40186	392.2879
401.86917	400.6774
402.33646	405.98486
402.80374	397.07733
403.27103	384.73651
403.73831	391.16852
404.2056	382.59955
404.67288	395.15823
405.1402	387.80197
405.60748	382.46152
406.07477	382.57144
406.54205	380.09451
407.00934	382.93021
407.47662	367.13928
407.94394	369.76242
408.41122	368.94598
408.87851	369.50671
409.34579	369.47778
409.81308	363.85175
410.28036	354.81073
410.74765	353.82114
411.21497	366.11572
411.68225	361.83441
412.14954	360.79056
412.61682	355.75208
413.08411	349.23788
413.55139	366.87564
414.01868	335.09564
414.48599	345.79672
414.95328	351.09219
415.42056	348.80774
415.88785	345.2384
416.35513	345.37204
416.82242	348.77676
417.28973	352.99603
417.75702	339.49249
418.2243	352.19995
418.69159	350.06625
419.15887	346.23532
419.62616	348.76141
420.09344	342.99081
420.56076	327.65204
421.02805	353.82562
421.49533	348.43036
421.96262	349.06198
422.4299	348.99203
422.89719	341.38586
423.36447	333.60507
423.83179	340.56754
424.29907	348.85938
424.76636	340.36603
425.23364	346.67426
425.70093	350.40479
426.16821	349.75763
426.63553	350.55887
427.10281	347.46814
427.5701	348.27545
428.03738	342.43558
428.50467	344.28687
428.97195	351.34485
429.43924	351.39056
429.90656	345.9751
430.37384	350.43347
430.84113	348.26028
431.30841	330.60526
431.7757	346.50775
432.24298	345.88602
432.71027	350.9761
433.17758	358.33176
433.64487	345.93692
434.11215	354.96713
434.57944	359.76874
435.04672	340.35101
435.51401	346.96271
435.98132	349.99847
436.44861	342.21106
436.91589	340.43555
437.38318	354.31659
437.85046	358.72702
438.31775	361.9024
438.78503	364.2316
439.25235	359.81564
439.71964	357.25534
440.18692	358.94275
440.65421	358.25803
441.12149	367.03082
441.58878	360.36078
442.05606	367.16962
442.52338	366.94891
442.99066	365.78165
443.45795	365.81769
443.92523	361.74686
444.39252	352.66913
444.8598	360.33185
445.32712	361.43259
445.7944	365.61185
446.26169	368.92816
446.72897	372.35052
447.19626	372.52014
447.66354	366.5004
448.13083	385.62189
448.59814	367.58945
449.06543	361.96283
449.53271	373.94034
450	385.9137
450.46729	383.26489
450.93457	369.48999
451.40186	366.43878
451.86917	376.72354
452.33646	372.9816
452.80374	375.91962
453.27103	377.95822
453.73831	383.00949
454.2056	384.53091
454.67288	370.71533
455.1402	378.6145
455.60748	380.69815
456.07477	388.83234
456.54205	373.26376
457.00934	367.0376
457.47662	370.90594
457.94394	365.5383
458.41122	356.40311
458.87851	348.34802
459.34579	378.6412
459.81308	365.07971
460.28036	370.77783
460.74765	378.58881
461.21497	376.05521
461.68225	378.79074
462.14954	372.65909
462.61682	374.97003
463.08411	378.87936
463.55139	373.7554
464.01868	379.1134
464.48599	377.24911
464.95328	367.80209
465.42056	381.42563
465.88785	356.76108
466.35513	365.504
466.82242	372.15173
467.28973	372.53906
467.75702	372.13751
468.2243	369.61096
468.69159	361.7518
469.15887	356.11002
469.62616	373.91174
470.09344	374.61896
470.56076	358.24329
471.02805	357.79047
471.49533	359.93768
471.96262	361.1806
472.4299	368.60434
472.89719	359.93878
473.36447	355.68765
473.83179	348.18839
474.29907	346.19684
474.76636	352.77985
475.23364	358.30988
475.70093	354.9411
476.16821	348.73236
476.63553	358.12177
477.10281	355.92596
477.5701	361.72113
478.03738	357.0358
478.50467	356.61603
478.97195	357.13681
479.43924	353.21231
479.90656	352.56668
480.37384	357.33145
480.84113	352.53995
481.30841	348.59836
481.7757	356.72275
482.24298	360.01343
482.71027	353.6225
483.17758	346.32465
483.64487	345.64545
484.11215	343.33655
484.57944	365.78348
485.04672	356.65042
485.51401	346.07346
485.98132	343.07635
486.44861	348.72452
486.91589	356.6106
487.38318	356.6481
487.85046	362.99365
488.31775	358.33289
488.78503	341.4859
489.25235	349.0762
